2024-07-24 21:11:29.531 | INFO | train_model:116 | Creating dataloaders
2024-07-24 21:11:29.544 | INFO | train_model:141 | Splitting training data into a 80%-20% train/val split
2024-07-24 21:11:30.015 | INFO | train_model:253 | Starting training
2024-07-24 21:11:37.084 | INFO | trainer:189 | Epoch: 0 | Validation loss: 0.00122
2024-07-24 21:11:57.075 | INFO | trainer:189 | Epoch: 0 | Validation loss: 0.00124
2024-07-24 21:11:57.082 | INFO | trainer:173 | Epoch: 0 | Training loss: 0.00109
2024-07-24 21:11:57.437 | INFO | trainer:189 | Epoch: 1 | Validation loss: 0.00116
2024-07-24 21:11:57.441 | INFO | trainer:173 | Epoch: 1 | Training loss: 0.000975
2024-07-24 21:11:57.780 | INFO | trainer:189 | Epoch: 2 | Validation loss: 0.00111
2024-07-24 21:11:57.784 | INFO | trainer:173 | Epoch: 2 | Training loss: 0.000921
2024-07-24 21:11:58.120 | INFO | trainer:189 | Epoch: 3 | Validation loss: 0.00107
2024-07-24 21:11:58.124 | INFO | trainer:173 | Epoch: 3 | Training loss: 0.000882
2024-07-24 21:11:58.458 | INFO | trainer:189 | Epoch: 4 | Validation loss: 0.00103
2024-07-24 21:11:58.462 | INFO | trainer:173 | Epoch: 4 | Training loss: 0.00085
2024-07-24 21:11:58.808 | INFO | trainer:189 | Epoch: 5 | Validation loss: 0.000999
2024-07-24 21:11:58.812 | INFO | trainer:173 | Epoch: 5 | Training loss: 0.000822
2024-07-24 21:11:59.158 | INFO | trainer:189 | Epoch: 6 | Validation loss: 0.000971
2024-07-24 21:11:59.164 | INFO | trainer:173 | Epoch: 6 | Training loss: 0.000797
2024-07-24 21:11:59.516 | INFO | trainer:189 | Epoch: 7 | Validation loss: 0.000946
2024-07-24 21:11:59.520 | INFO | trainer:173 | Epoch: 7 | Training loss: 0.000776
2024-07-24 21:11:59.861 | INFO | trainer:189 | Epoch: 8 | Validation loss: 0.000924
2024-07-24 21:11:59.865 | INFO | trainer:173 | Epoch: 8 | Training loss: 0.000757
2024-07-24 21:12:00.208 | INFO | trainer:189 | Epoch: 9 | Validation loss: 0.000905
2024-07-24 21:12:00.212 | INFO | trainer:173 | Epoch: 9 | Training loss: 0.000741
2024-07-24 21:12:00.582 | INFO | trainer:189 | Epoch: 10 | Validation loss: 0.000887
2024-07-24 21:12:00.587 | INFO | trainer:173 | Epoch: 10 | Training loss: 0.000726
2024-07-24 21:12:00.924 | INFO | trainer:189 | Epoch: 11 | Validation loss: 0.000871
2024-07-24 21:12:00.928 | INFO | trainer:173 | Epoch: 11 | Training loss: 0.000713
2024-07-24 21:12:01.291 | INFO | trainer:189 | Epoch: 12 | Validation loss: 0.000858
2024-07-24 21:12:01.294 | INFO | trainer:173 | Epoch: 12 | Training loss: 0.000701
2024-07-24 21:12:01.644 | INFO | trainer:189 | Epoch: 13 | Validation loss: 0.000845
2024-07-24 21:12:01.648 | INFO | trainer:173 | Epoch: 13 | Training loss: 0.00069
2024-07-24 21:12:02.021 | INFO | trainer:189 | Epoch: 14 | Validation loss: 0.000833
2024-07-24 21:12:02.026 | INFO | trainer:173 | Epoch: 14 | Training loss: 0.00068
2024-07-24 21:12:02.380 | INFO | trainer:189 | Epoch: 15 | Validation loss: 0.000823
2024-07-24 21:12:02.384 | INFO | trainer:173 | Epoch: 15 | Training loss: 0.000671
2024-07-24 21:12:02.704 | INFO | trainer:189 | Epoch: 16 | Validation loss: 0.000813
2024-07-24 21:12:02.708 | INFO | trainer:173 | Epoch: 16 | Training loss: 0.000662
2024-07-24 21:12:03.048 | INFO | trainer:189 | Epoch: 17 | Validation loss: 0.000804
2024-07-24 21:12:03.052 | INFO | trainer:173 | Epoch: 17 | Training loss: 0.000655
2024-07-24 21:12:03.388 | INFO | trainer:189 | Epoch: 18 | Validation loss: 0.000795
2024-07-24 21:12:03.392 | INFO | trainer:173 | Epoch: 18 | Training loss: 0.000647
2024-07-24 21:12:03.733 | INFO | trainer:189 | Epoch: 19 | Validation loss: 0.000787
2024-07-24 21:12:03.738 | INFO | trainer:173 | Epoch: 19 | Training loss: 0.00064
2024-07-24 21:12:04.090 | INFO | trainer:189 | Epoch: 20 | Validation loss: 0.000779
2024-07-24 21:12:04.094 | INFO | trainer:173 | Epoch: 20 | Training loss: 0.000634
