best_val_loss,epoch,step,train_loss,val_loss
0.0003845863975584507,0,12,,0.0004999333759769797
,0,12,0.0003915119741577655,
0.0003845863975584507,1,25,,0.000506014795973897
,1,25,0.00038755222340114415,
0.0003845863975584507,2,38,,0.0004971320740878582
,2,38,0.00038933489122428,
0.0003845863975584507,3,51,,0.0004950215225107968
,3,51,0.00038560706889256835,
0.0003845863975584507,4,64,,0.0004946187837049365
,4,64,0.0003883876488544047,
0.0003845863975584507,5,77,,0.0004938893252983689
,5,77,0.00038661755388602614,
0.0003845863975584507,6,90,,0.0004939589416608214
,6,90,0.00038670009234920144,
0.0003845863975584507,7,103,,0.0004928293637931347
,7,103,0.0003837461699731648,
0.0003845863975584507,8,116,,0.0005057666567154229
,8,116,0.0003852861118502915,
0.0003845863975584507,9,129,,0.0004936614423058927
,9,129,0.0003830961068160832,
0.0003845863975584507,10,142,,0.0004973235190846026
,10,142,0.0003841182042378932,
0.0003845863975584507,11,155,,0.0004898167098872364
,11,155,0.0003824436862487346,
0.0003845863975584507,12,168,,0.0004937984049320221
,12,168,0.00038461259100586176,
0.0003845863975584507,13,181,,0.0004983206745237112
,13,181,0.00038344829226844013,
0.0003845863975584507,14,194,,0.0004945605178363621
,14,194,0.000382723897928372,
0.0003845863975584507,15,207,,0.0004940919461660087
,15,207,0.00038127979496493936,
0.0003845863975584507,16,220,,0.0004901590291410685
,16,220,0.00037988147232681513,
0.0003845863975584507,17,233,,0.0004954222240485251
,17,233,0.00038069376023486257,
0.0003845863975584507,18,246,,0.000499335874337703
,18,246,0.00037811853690072894,
0.0003845863975584507,19,259,,0.00048690548283047974
,19,259,0.00038128456799313426,
0.0003845863975584507,20,272,,0.0004932667943648994
,20,272,0.00037976118619553745,
0.0003845863975584507,21,285,,0.0004907028051093221
,21,285,0.00037897529546171427,
0.0003845863975584507,22,298,,0.0004898077459074557
,22,298,0.00037881999742239714,
0.0003845863975584507,23,311,,0.0004919374478049576
,23,311,0.00037697955849580467,
0.0003845863975584507,24,324,,0.0004883637302555144
,24,324,0.00037714841892011464,
0.0003845863975584507,25,337,,0.0004914239980280399
,25,337,0.0003755441284738481,
0.0003845863975584507,26,350,,0.0004929318674840033
,26,350,0.0003779249673243612,
0.0003845863975584507,27,363,,0.0004883674555458128
,27,363,0.0003736032813321799,
0.0003845863975584507,28,376,,0.0004923525266349316
,28,376,0.0003761136613320559,
0.0003845863975584507,29,389,,0.0004953302559442818
,29,389,0.00037611869629472494,
