2024-07-24 21:14:10.538 | INFO | train_model:116 | Creating dataloaders
2024-07-24 21:14:10.553 | INFO | train_model:141 | Splitting training data into a 80%-20% train/val split
2024-07-24 21:14:10.569 | INFO | train_model:253 | Starting training
2024-07-24 21:14:15.631 | INFO | trainer:189 | Epoch: 0 | Validation loss: 0.00109
2024-07-24 21:14:28.577 | INFO | trainer:189 | Epoch: 0 | Validation loss: 0.00109
2024-07-24 21:14:28.581 | INFO | trainer:173 | Epoch: 0 | Training loss: 0.00097
2024-07-24 21:14:28.976 | INFO | trainer:189 | Epoch: 1 | Validation loss: 0.00102
2024-07-24 21:14:28.981 | INFO | trainer:173 | Epoch: 1 | Training loss: 0.000857
2024-07-24 21:14:29.365 | INFO | trainer:189 | Epoch: 2 | Validation loss: 0.00097
2024-07-24 21:14:29.369 | INFO | trainer:173 | Epoch: 2 | Training loss: 0.000809
2024-07-24 21:14:29.756 | INFO | trainer:189 | Epoch: 3 | Validation loss: 0.000934
2024-07-24 21:14:29.761 | INFO | trainer:173 | Epoch: 3 | Training loss: 0.000775
2024-07-24 21:14:30.141 | INFO | trainer:189 | Epoch: 4 | Validation loss: 0.000906
2024-07-24 21:14:30.144 | INFO | trainer:173 | Epoch: 4 | Training loss: 0.000749
2024-07-24 21:14:30.513 | INFO | trainer:189 | Epoch: 5 | Validation loss: 0.000882
2024-07-24 21:14:30.517 | INFO | trainer:173 | Epoch: 5 | Training loss: 0.000728
2024-07-24 21:14:30.877 | INFO | trainer:189 | Epoch: 6 | Validation loss: 0.000861
2024-07-24 21:14:30.881 | INFO | trainer:173 | Epoch: 6 | Training loss: 0.00071
2024-07-24 21:14:31.230 | INFO | trainer:189 | Epoch: 7 | Validation loss: 0.000844
2024-07-24 21:14:31.234 | INFO | trainer:173 | Epoch: 7 | Training loss: 0.000695
2024-07-24 21:14:31.637 | INFO | trainer:189 | Epoch: 8 | Validation loss: 0.000829
2024-07-24 21:14:31.641 | INFO | trainer:173 | Epoch: 8 | Training loss: 0.000682
2024-07-24 21:14:32.022 | INFO | trainer:189 | Epoch: 9 | Validation loss: 0.000815
2024-07-24 21:14:32.026 | INFO | trainer:173 | Epoch: 9 | Training loss: 0.000671
2024-07-24 21:14:32.392 | INFO | trainer:189 | Epoch: 10 | Validation loss: 0.000803
2024-07-24 21:14:32.396 | INFO | trainer:173 | Epoch: 10 | Training loss: 0.000661
2024-07-24 21:14:32.788 | INFO | trainer:189 | Epoch: 11 | Validation loss: 0.000793
2024-07-24 21:14:32.792 | INFO | trainer:173 | Epoch: 11 | Training loss: 0.000652
2024-07-24 21:14:33.137 | INFO | trainer:189 | Epoch: 12 | Validation loss: 0.000783
2024-07-24 21:14:33.141 | INFO | trainer:173 | Epoch: 12 | Training loss: 0.000643
2024-07-24 21:14:33.517 | INFO | trainer:189 | Epoch: 13 | Validation loss: 0.000774
2024-07-24 21:14:33.521 | INFO | trainer:173 | Epoch: 13 | Training loss: 0.000635
2024-07-24 21:14:33.892 | INFO | trainer:189 | Epoch: 14 | Validation loss: 0.000765
2024-07-24 21:14:33.897 | INFO | trainer:173 | Epoch: 14 | Training loss: 0.000628
2024-07-24 21:14:34.284 | INFO | trainer:189 | Epoch: 15 | Validation loss: 0.000757
