best_val_loss,epoch,step,train_loss,val_loss
0.0008354085148312151,0,25,,0.0008354085148312151
,0,25,0.0008489575702697039,
0.0007819744059816003,1,51,,0.0007819744059816003
,1,51,0.0007523322710767388,
0.0007503507076762617,2,77,,0.0007503507076762617
,2,77,0.0007123114774003625,
0.0007273965165950358,3,103,,0.0007273965165950358
,3,103,0.0006861593574285507,
0.0007091882289387286,4,129,,0.0007091882289387286
,4,129,0.0006663447711616755,
0.0006931587122380733,5,155,,0.0006931587122380733
,5,155,0.0006498498842120171,
0.0006792221684008837,6,181,,0.0006792221684008837
,6,181,0.0006351936026476324,
0.0006662429659627378,7,207,,0.0006662429659627378
,7,207,0.0006220918730832636,
0.0006541258771903813,8,233,,0.0006541258771903813
,8,233,0.0006097038858570158,
0.0006424515740945935,9,259,,0.0006424515740945935
,9,259,0.0005980776040814817,
0.000631724193226546,10,285,,0.000631724193226546
,10,285,0.0005870297318324447,
0.0006213067099452019,11,311,,0.0006213067099452019
,11,311,0.0005762900691479445,
0.0006106371292844415,12,337,,0.0006106371292844415
,12,337,0.0005659098387695849,
0.0006021871231496334,13,363,,0.0006021871231496334
,13,363,0.0005565275205299258,
0.0005938102258369327,14,389,,0.0005938102258369327
,14,389,0.0005473650526255369,
0.0005836529890075326,15,415,,0.0005836529890075326
,15,415,0.0005387485725805163,
0.0005763364024460316,16,441,,0.0005763364024460316
,16,441,0.0005301318014971912,
0.0005706342053599656,17,467,,0.0005706342053599656
,17,467,0.0005221375031396747,
0.0005633395630866289,18,493,,0.0005633395630866289
,18,493,0.0005154088721610606,
0.000555021280888468,19,519,,0.000555021280888468
,19,519,0.0005087082972750068,
0.0005498259561136365,20,545,,0.0005498259561136365
,20,545,0.0005023950943723321,
0.0005440555396489799,21,571,,0.0005440555396489799
,21,571,0.0004967106506228447,
0.0005392711027525365,22,597,,0.0005392711027525365
,22,597,0.0004922106163576245,
0.0005350186256691813,23,623,,0.0005350186256691813
,23,623,0.0004868485848419368,
0.0005304712685756385,24,649,,0.0005304712685756385
,24,649,0.00048151338705793023,
0.0005259868921712041,25,675,,0.0005259868921712041
,25,675,0.0004765372141264379,
0.0005222432664595544,26,701,,0.0005222432664595544
,26,701,0.00047217452083714306,
0.0005185087793506682,27,727,,0.0005185087793506682
,27,727,0.0004684021114371717,
0.0005155534017831087,28,753,,0.0005155534017831087
,28,753,0.00046473133261315525,
0.0005120263085700572,29,779,,0.0005120263085700572
,29,779,0.0004615437355823815,
0.0005095186061225832,30,805,,0.0005095186061225832
,30,805,0.000458154157968238,
0.0005059037357568741,31,831,,0.0005059037357568741
,31,831,0.0004546628915704787,
0.0005059037357568741,32,857,,0.0005066412268206477
,32,857,0.00045310379937291145,
0.0005033217021264136,33,883,,0.0005033217021264136
,33,883,0.0004502721130847931,
0.0005006896099075675,34,909,,0.0005006896099075675
,34,909,0.00044775696005672216,
0.0004973942996002734,35,935,,0.0004973942996002734
,35,935,0.0004446529201231897,
0.0004956457414664328,36,961,,0.0004956457414664328
,36,961,0.0004434054426383227,
0.0004927424597553909,37,987,,0.0004927424597553909
,37,987,0.0004419868055265397,
0.0004908782429993153,38,1013,,0.0004908782429993153
,38,1013,0.0004388210945762694,
0.0004907565307803452,39,1039,,0.0004907565307803452
,39,1039,0.0004357611178420484,
0.00048729300033301115,40,1065,,0.00048729300033301115
,40,1065,0.00043363781878724694,
0.00048729300033301115,41,1091,,0.0004899399355053902
,41,1091,0.00043324148282408714,
0.00048729300033301115,42,1117,,0.0004889004630967975
,42,1117,0.0004326615890022367,
0.0004838283348362893,43,1143,,0.0004838283348362893
,43,1143,0.00043011363595724106,
0.0004838283348362893,44,1169,,0.0004838519962504506
,44,1169,0.0004282135341782123,
0.00048304765368811786,45,1195,,0.00048304765368811786
,45,1195,0.00042616232531145215,
0.00048304765368811786,46,1221,,0.0004832690174225718
,46,1221,0.00042507954640313983,
0.0004786132194567472,47,1247,,0.0004786132194567472
,47,1247,0.0004252613289281726,
0.00047841647756285965,48,1273,,0.00047841647756285965
,48,1273,0.0004233762447256595,
0.00047841647756285965,49,1299,,0.00047857596655376256
,49,1299,0.00042318025953136384,
0.00047841647756285965,50,1325,,0.0004785130440723151
,50,1325,0.0004207814927212894,
0.00047415849985554814,51,1351,,0.00047415849985554814
,51,1351,0.00041977601358667016,
0.00047415849985554814,52,1377,,0.0004743455210700631
,52,1377,0.00041830510599538684,
0.0004729251086246222,53,1403,,0.0004729251086246222
,53,1403,0.0004175282083451748,
0.0004720559227280319,54,1429,,0.0004720559227280319
,54,1429,0.0004168892919551581,
0.0004720559227280319,55,1455,,0.00047336306306533515
,55,1455,0.00041483843233436346,
0.0004699927812907845,56,1481,,0.0004699927812907845
,56,1481,0.0004140125820413232,
0.0004699927812907845,57,1507,,0.0004743715689983219
,57,1507,0.00041496616904623806,
0.0004699927812907845,58,1533,,0.00047035524039529264
,58,1533,0.0004135533527005464,
0.0004699927812907845,59,1559,,0.0004742504097521305
,59,1559,0.00041234499076381326,
0.0004690140194725245,60,1585,,0.0004690140194725245
,60,1585,0.00041208788752555847,
0.0004667092580348253,61,1611,,0.0004667092580348253
,61,1611,0.0004098224744666368,
0.0004667092580348253,62,1637,,0.00046880682930350304
,62,1637,0.0004102134262211621,
0.0004667092580348253,63,1663,,0.00046755338553339243
,63,1663,0.000409548229072243,
0.0004659098049160093,64,1689,,0.0004659098049160093
,64,1689,0.00040804530726745725,
0.0004659098049160093,65,1715,,0.0004701863508671522
,65,1715,0.00040879627340473235,
0.00046548747923225164,66,1741,,0.00046548747923225164
,66,1741,0.0004075481847394258,
0.0004644510627258569,67,1767,,0.0004644510627258569
,67,1767,0.00040714532951824367,
0.0004644510627258569,68,1793,,0.0004685625317506492
,68,1793,0.0004065277171321213,
0.0004644510627258569,69,1819,,0.0004649350594263524
,69,1819,0.0004066133114974946,
0.0004637309757526964,70,1845,,0.0004637309757526964
,70,1845,0.00040455369162373245,
0.0004622425767593086,71,1871,,0.0004622425767593086
,71,1871,0.0004044534871354699,
0.0004612735938280821,72,1897,,0.0004612735938280821
,72,1897,0.0004053918819408864,
0.0004612735938280821,73,1923,,0.00046170680434443057
,73,1923,0.00040481321047991514,
0.0004612735938280821,74,1949,,0.00046237948117777705
,74,1949,0.00040362702566199005,
0.0004612735938280821,75,1975,,0.00046144748921506107
,75,1975,0.00040237948996946216,
0.0004612735938280821,76,2001,,0.0004613020282704383
,76,2001,0.00040178399649448693,
0.0004612735938280821,77,2027,,0.00046148381079547107
,77,2027,0.00040160768548958004,
0.0004606057773344219,78,2053,,0.0004606057773344219
,78,2053,0.00040055697900243104,
0.00046018679859116673,79,2079,,0.00046018679859116673
,79,2079,0.00039954434032551944,
0.0004585667047649622,80,2105,,0.0004585667047649622
,80,2105,0.0003994463768322021,
0.0004585667047649622,81,2131,,0.00046065342030487955
,81,2131,0.0003997357271146029,
0.0004580036620609462,82,2157,,0.0004580036620609462
,82,2157,0.0003992064739577472,
0.00045711552957072854,83,2183,,0.00045711552957072854
,83,2183,0.0003991027479059994,
0.00045711552957072854,84,2209,,0.00045743564260192215
,84,2209,0.0003990926197730005,
0.00045711552957072854,85,2235,,0.0004573270271066576
,85,2235,0.00039850606117397547,
0.00045711552957072854,86,2261,,0.0004572113393805921
,86,2261,0.00039665302028879523,
0.00045711552957072854,87,2287,,0.00045903678983449936
,87,2287,0.00039642525371164083,
0.0004570225137285888,88,2313,,0.0004570225137285888
,88,2313,0.00039599506999365985,
0.00045701678027398884,89,2339,,0.00045701678027398884
,89,2339,0.00039630758692510426,
0.00045701678027398884,90,2365,,0.0004571982426568866
,90,2365,0.0003957969893235713,
0.00045701678027398884,91,2391,,0.00045802973909303546
,91,2391,0.00039548362838104367,
0.00045684451470151544,92,2417,,0.00045684451470151544
,92,2417,0.00039665077929385006,
0.00045684451470151544,93,2443,,0.0004572194302454591
,93,2443,0.000395104696508497,
0.00045583865721710026,94,2469,,0.00045583865721710026
,94,2469,0.00039464555447921157,
0.00045583865721710026,95,2495,,0.0004561703244689852
,95,2495,0.00039411711622960865,
0.00045583865721710026,96,2521,,0.00045601424062624574
,96,2521,0.00039480646955780685,
0.00045583865721710026,97,2547,,0.0004573231271933764
,97,2547,0.0003946225915569812,
0.00045583865721710026,98,2573,,0.00045653447159565985
,98,2573,0.00039439622196368873,
0.00045583865721710026,99,2599,,0.00045594945549964905
,99,2599,0.00039367660065181553,
0.00045565306209027767,100,2625,,0.00045565306209027767
,100,2625,0.00039220042526721954,
0.00045454344945028424,101,2651,,0.00045454344945028424
,101,2651,0.00039365628617815673,
0.00045325318933464587,102,2677,,0.00045325318933464587
,102,2677,0.0003916709974873811,
0.00045325318933464587,103,2703,,0.00045553993550129235
,103,2703,0.0003934194101020694,
0.00045325318933464587,104,2729,,0.0004533567698672414
,104,2729,0.00039193054544739425,
0.00045325318933464587,105,2755,,0.0004535674524959177
,105,2755,0.0003921972238458693,
0.00045325318933464587,106,2781,,0.00045505675370804965
,106,2781,0.00039145417395047843,
0.00045325318933464587,107,2807,,0.0004564159025903791
,107,2807,0.0003912706160917878,
0.00045325318933464587,108,2833,,0.0004550666199065745
,108,2833,0.0003891905362252146,
0.00045325318933464587,109,2859,,0.0004546477575786412
,109,2859,0.0003902120515704155,
0.00045325318933464587,110,2885,,0.0004542727256193757
,110,2885,0.0003901952295564115,
0.00045325318933464587,111,2911,,0.0004539822693914175
,111,2911,0.00038935214979574084,
0.0004521332448348403,112,2937,,0.0004521332448348403
,112,2937,0.0003894531982950866,
0.0004521332448348403,113,2963,,0.0004533351748250425
,113,2963,0.0003892481909133494,
0.0004521332448348403,114,2989,,0.0004543328832369298
,114,2989,0.00038918593782000244,
0.0004521332448348403,115,3015,,0.0004536320047918707
,115,3015,0.000388147309422493,
0.0004521332448348403,116,3041,,0.00045405913260765374
,116,3041,0.00038880144711583853,
0.0004521332448348403,117,3067,,0.00045305435196496546
,117,3067,0.000388185289921239,
0.0004519573412835598,118,3093,,0.0004519573412835598
,118,3093,0.0003877891576848924,
0.0004519573412835598,119,3119,,0.0004536223423201591
,119,3119,0.00038739078445360065,
0.0004519573412835598,120,3145,,0.0004519905778579414
,120,3145,0.0003879557189065963,
0.0004519573412835598,121,3171,,0.00045437071821652353
,121,3171,0.00038703210884705186,
0.0004518008208833635,122,3197,,0.0004518008208833635
,122,3197,0.0003873980022035539,
0.0004518008208833635,123,3223,,0.0004526337143033743
,123,3223,0.0003876312111970037,
0.0004518008208833635,124,3249,,0.00045215024147182703
,124,3249,0.00038676621625199914,
0.0004518008208833635,125,3275,,0.00045472822966985404
,125,3275,0.00038542834226973355,
0.0004518008208833635,126,3301,,0.0004518310306593776
,126,3301,0.00038673204835504293,
0.0004518008208833635,127,3327,,0.00045297492761164904
,127,3327,0.00038582307752221823,
0.0004518008208833635,128,3353,,0.000452066189609468
,128,3353,0.000385492283385247,
0.0004518008208833635,129,3379,,0.00045236991718411446
,129,3379,0.00038567662704735994,
0.0004518008208833635,130,3405,,0.00045489537296816707
,130,3405,0.000384336628485471,
0.0004518008208833635,131,3431,,0.00045240260078571737
,131,3431,0.0003852867230307311,
0.0004518008208833635,132,3457,,0.0004525404656305909
,132,3457,0.0003844589809887111,
0.0004518008208833635,133,3483,,0.0004566835705190897
,133,3483,0.0003850698994938284,
0.0004518008208833635,134,3509,,0.00045307248365134
,134,3509,0.00038403194048441947,
0.0004518008208833635,135,3535,,0.0004537419881671667
,135,3535,0.0003846476029139012,
0.0004518008208833635,136,3561,,0.0004523802490439266
,136,3561,0.0003846607869490981,
0.0004518008208833635,137,3587,,0.0004535108746495098
,137,3587,0.0003842886653728783,
0.0004518008208833635,138,3613,,0.00045299582416191697
,138,3613,0.0003825368476100266,
0.00045111170038580894,139,3639,,0.00045111170038580894
,139,3639,0.00038383607170544565,
0.00045111170038580894,140,3665,,0.00045238478924147785
,140,3665,0.0003822689177468419,
0.00045111170038580894,141,3691,,0.0004533074679784477
,141,3691,0.000382583006285131,
0.00045111170038580894,142,3717,,0.0004527382261585444
,142,3717,0.00038310166564770043,
0.00045111170038580894,143,3743,,0.0004512698797043413
,143,3743,0.00038268559728749096,
0.00045111170038580894,144,3769,,0.0004522932576946914
,144,3769,0.0003815114905592054,
0.00045111170038580894,145,3795,,0.00045236130245029926
,145,3795,0.000382278289180249,
0.00045111170038580894,146,3821,,0.0004518914793152362
,146,3821,0.00038307069917209446,
0.00045111170038580894,147,3847,,0.00045208894880488515
,147,3847,0.0003819535777438432,
0.00045111170038580894,148,3873,,0.00045222643529996276
,148,3873,0.00038179196417331696,
0.00045111170038580894,149,3899,,0.00045178664731793106
,149,3899,0.00038228582707233727,
0.00045111170038580894,150,3925,,0.0004515723558142781
,150,3925,0.0003810189082287252,
0.0004503277887124568,151,3951,,0.0004503277887124568
,151,3951,0.00038173675420694053,
0.0004503277887124568,152,3977,,0.0004509789287112653
,152,3977,0.0003813778457697481,
0.0004503277887124568,153,4003,,0.00045239078463055193
,153,4003,0.00038143660640344024,
0.00045018710079602897,154,4029,,0.00045018710079602897
,154,4029,0.000381240010028705,
0.00045018710079602897,155,4055,,0.0004517181369010359
,155,4055,0.00038076392957009375,
0.00045018710079602897,156,4081,,0.00045166013296693563
,156,4081,0.0003799685509875417,
0.00045018710079602897,157,4107,,0.00045161278103478253
,157,4107,0.00038002931978553534,
0.00045001463149674237,158,4133,,0.00045001463149674237
,158,4133,0.0003802673891186714,
0.00045001463149674237,159,4159,,0.00045137302367947996
,159,4159,0.00038056375342421234,
0.00045001463149674237,160,4185,,0.00045206976938061416
,160,4185,0.0003791245981119573,
0.00045001463149674237,161,4211,,0.0004503828240558505
,161,4211,0.0003788126341532916,
0.00045001463149674237,162,4237,,0.00045055721420794725
,162,4237,0.00038068974390625954,
0.00045001463149674237,163,4263,,0.0004519031208474189
,163,4263,0.00037808401975780725,
0.00045001463149674237,164,4289,,0.000451420753961429
,164,4289,0.00037885719211772084,
0.00045001463149674237,165,4315,,0.0004512763407547027
,165,4315,0.0003791437775362283,
0.00045001463149674237,166,4341,,0.00045132654486224055
,166,4341,0.00037851312663406134,
0.00045001463149674237,167,4367,,0.00045295245945453644
,167,4367,0.0003794488147832453,
0.00045001463149674237,168,4393,,0.00045201106695458293
,168,4393,0.0003785525623243302,
0.00045001463149674237,169,4419,,0.00045215521822683513
,169,4419,0.00037827843334525824,
0.00045001463149674237,170,4445,,0.0004514582979027182
,170,4445,0.0003783375141210854,
0.00045001463149674237,171,4471,,0.00045101947034709156
,171,4471,0.0003784322179853916,
0.00045001463149674237,172,4497,,0.00045290298294276
,172,4497,0.0003783207503147423,
0.00045001463149674237,173,4523,,0.0004531595332082361
,173,4523,0.00037724245339632034,
0.00045001463149674237,174,4549,,0.0004505917022470385
,174,4549,0.00037820462603121996,
0.00045001463149674237,175,4575,,0.00045083052827976644
,175,4575,0.0003782242420129478,
0.00045001463149674237,176,4601,,0.00045105861499905586
,176,4601,0.00037646584678441286,
0.00045001463149674237,177,4627,,0.0004500193754211068
,177,4627,0.00037659963709302247,
0.00045001463149674237,178,4653,,0.0004509603895712644
,178,4653,0.0003775539225898683,
0.00045001463149674237,179,4679,,0.00045033718924969435
,179,4679,0.00037794053787365556,
0.0004495902394410223,180,4705,,0.0004495902394410223
,180,4705,0.0003770599141716957,
0.0004495902394410223,181,4731,,0.0004503184463828802
,181,4731,0.0003761316474992782,
0.0004495902394410223,182,4757,,0.0004531019658315927
,182,4757,0.00037577503826469183,
0.0004495902394410223,183,4783,,0.0004511208680924028
,183,4783,0.0003777065430767834,
0.0004495902394410223,184,4809,,0.0004512880987022072
,184,4809,0.0003762217820622027,
0.0004495902394410223,185,4835,,0.000451269414043054
,185,4835,0.0003749459865503013,
0.0004495902394410223,186,4861,,0.00045008290908299387
,186,4861,0.0003760131075978279,
0.0004495902394410223,187,4887,,0.00045091728679835796
,187,4887,0.00037551086279563606,
0.0004495902394410223,188,4913,,0.00045050919288769364
,188,4913,0.0003750906325876713,
0.0004495902394410223,189,4939,,0.0004532039165496826
,189,4939,0.0003752654301933944,
0.0004495902394410223,190,4965,,0.00045161042362451553
,190,4965,0.00037558210897259414,
0.0004495902394410223,191,4991,,0.00045048806350678205
,191,4991,0.0003754548088181764,
0.0004495902394410223,192,5017,,0.0004516599583439529
,192,5017,0.00037446929491125047,
0.0004495902394410223,193,5043,,0.0004506567202042788
,193,5043,0.00037487506051547825,
0.0004495902394410223,194,5069,,0.00044998343219049275
,194,5069,0.00037512995186261833,
0.0004495902394410223,195,5095,,0.00045024987775832415
,195,5095,0.0003753997734747827,
0.0004495902394410223,196,5121,,0.0004503733362071216
,196,5121,0.0003745717403944582,
0.0004495902394410223,197,5147,,0.00045026163570582867
,197,5147,0.0003749933675862849,
0.0004495902394410223,198,5173,,0.00045065509038977325
,198,5173,0.0003755368525162339,
0.0004495902394410223,199,5199,,0.0004501830553635955
,199,5199,0.0003752750053536147,
0.0004495902394410223,200,5225,,0.0004506849218159914
,200,5225,0.00037402097950689495,
0.0004495902394410223,201,5251,,0.00045100515126250684
,201,5251,0.00037423864705488086,
0.0004495902394410223,202,5277,,0.00045120911090634763
,202,5277,0.0003751490148715675,
0.0004495902394410223,203,5303,,0.00045031943591311574
,203,5303,0.0003743993293028325,
0.0004495902394410223,204,5329,,0.00045085244346410036
,204,5329,0.00037360357237048447,
0.0004495902394410223,205,5355,,0.0004515534092206508
,205,5355,0.00037380465073511004,
0.0004495902394410223,206,5381,,0.0004513308813329786
,206,5381,0.0003745641151908785,
0.0004495902394410223,207,5407,,0.0004517633933573961
,207,5407,0.0003732898039743304,
0.0004495902394410223,208,5433,,0.0004509924619924277
,208,5433,0.00037345761666074395,
0.0004495902394410223,209,5459,,0.0004518684872891754
,209,5459,0.0003722566762007773,
0.0004495902394410223,210,5485,,0.00045143478200770915
,210,5485,0.00037344047450460494,
