2024-07-24 20:24:08.541 | INFO | train_model:114 | Creating dataloaders
2024-07-24 20:24:08.577 | INFO | train_model:135 | Splitting training data into a 80%-20% train/val split
2024-07-24 20:24:08.596 | INFO | train_model:245 | Starting training
2024-07-24 20:24:13.805 | INFO | trainer:191 | Epoch: 0 | Validation loss: 0.00111
2024-07-24 20:24:26.790 | INFO | trainer:191 | Epoch: 0 | Validation loss: 0.000947
2024-07-24 20:24:26.795 | INFO | trainer:175 | Epoch: 0 | Training loss: 0.000946
2024-07-24 20:24:27.564 | INFO | trainer:191 | Epoch: 1 | Validation loss: 0.000878
2024-07-24 20:24:27.568 | INFO | trainer:175 | Epoch: 1 | Training loss: 0.000837
2024-07-24 20:24:28.323 | INFO | trainer:191 | Epoch: 2 | Validation loss: 0.000833
2024-07-24 20:24:28.327 | INFO | trainer:175 | Epoch: 2 | Training loss: 0.000785
2024-07-24 20:24:29.082 | INFO | trainer:191 | Epoch: 3 | Validation loss: 0.0008
2024-07-24 20:24:29.086 | INFO | trainer:175 | Epoch: 3 | Training loss: 0.000748
2024-07-24 20:24:29.849 | INFO | trainer:191 | Epoch: 4 | Validation loss: 0.000773
2024-07-24 20:24:29.853 | INFO | trainer:175 | Epoch: 4 | Training loss: 0.00072
2024-07-24 20:24:30.621 | INFO | trainer:191 | Epoch: 5 | Validation loss: 0.000752
2024-07-24 20:24:30.625 | INFO | trainer:175 | Epoch: 5 | Training loss: 0.000698
2024-07-24 20:24:31.405 | INFO | trainer:191 | Epoch: 6 | Validation loss: 0.000733
2024-07-24 20:24:31.409 | INFO | trainer:175 | Epoch: 6 | Training loss: 0.000679
2024-07-24 20:24:32.191 | INFO | trainer:191 | Epoch: 7 | Validation loss: 0.000717
2024-07-24 20:24:32.195 | INFO | trainer:175 | Epoch: 7 | Training loss: 0.000663
2024-07-24 20:24:32.964 | INFO | trainer:191 | Epoch: 8 | Validation loss: 0.000702
2024-07-24 20:24:32.968 | INFO | trainer:175 | Epoch: 8 | Training loss: 0.000649
2024-07-24 20:24:33.764 | INFO | trainer:191 | Epoch: 9 | Validation loss: 0.000689
2024-07-24 20:24:33.769 | INFO | trainer:175 | Epoch: 9 | Training loss: 0.000636
2024-07-24 20:24:34.547 | INFO | trainer:191 | Epoch: 10 | Validation loss: 0.000676
2024-07-24 20:24:34.551 | INFO | trainer:175 | Epoch: 10 | Training loss: 0.000624
2024-07-24 20:24:35.325 | INFO | trainer:191 | Epoch: 11 | Validation loss: 0.000666
2024-07-24 20:24:35.329 | INFO | trainer:175 | Epoch: 11 | Training loss: 0.000612
2024-07-24 20:24:36.086 | INFO | trainer:191 | Epoch: 12 | Validation loss: 0.000654
2024-07-24 20:24:36.090 | INFO | trainer:175 | Epoch: 12 | Training loss: 0.000602
2024-07-24 20:24:36.847 | INFO | trainer:191 | Epoch: 13 | Validation loss: 0.000643
2024-07-24 20:24:36.851 | INFO | trainer:175 | Epoch: 13 | Training loss: 0.000591
2024-07-24 20:24:37.613 | INFO | trainer:191 | Epoch: 14 | Validation loss: 0.000633
2024-07-24 20:24:37.617 | INFO | trainer:175 | Epoch: 14 | Training loss: 0.000582
2024-07-24 20:24:38.375 | INFO | trainer:191 | Epoch: 15 | Validation loss: 0.000623
2024-07-24 20:24:38.379 | INFO | trainer:175 | Epoch: 15 | Training loss: 0.000573
2024-07-24 20:24:39.149 | INFO | trainer:191 | Epoch: 16 | Validation loss: 0.000614
2024-07-24 20:24:39.154 | INFO | trainer:175 | Epoch: 16 | Training loss: 0.000564
2024-07-24 20:24:39.911 | INFO | trainer:191 | Epoch: 17 | Validation loss: 0.000605
2024-07-24 20:24:39.915 | INFO | trainer:175 | Epoch: 17 | Training loss: 0.000555
2024-07-24 20:24:40.676 | INFO | trainer:191 | Epoch: 18 | Validation loss: 0.000598
2024-07-24 20:24:40.680 | INFO | trainer:175 | Epoch: 18 | Training loss: 0.000547
2024-07-24 20:24:41.439 | INFO | trainer:191 | Epoch: 19 | Validation loss: 0.00059
2024-07-24 20:24:41.443 | INFO | trainer:175 | Epoch: 19 | Training loss: 0.000539
2024-07-24 20:24:42.209 | INFO | trainer:191 | Epoch: 20 | Validation loss: 0.000583
2024-07-24 20:24:42.213 | INFO | trainer:175 | Epoch: 20 | Training loss: 0.000532
2024-07-24 20:24:42.971 | INFO | trainer:191 | Epoch: 21 | Validation loss: 0.000576
2024-07-24 20:24:42.975 | INFO | trainer:175 | Epoch: 21 | Training loss: 0.000525
2024-07-24 20:24:43.744 | INFO | trainer:191 | Epoch: 22 | Validation loss: 0.000568
2024-07-24 20:24:43.748 | INFO | trainer:175 | Epoch: 22 | Training loss: 0.000518
2024-07-24 20:24:44.492 | INFO | trainer:191 | Epoch: 23 | Validation loss: 0.000561
2024-07-24 20:24:44.496 | INFO | trainer:175 | Epoch: 23 | Training loss: 0.000511
2024-07-24 20:24:45.260 | INFO | trainer:191 | Epoch: 24 | Validation loss: 0.000557
2024-07-24 20:24:45.264 | INFO | trainer:175 | Epoch: 24 | Training loss: 0.000506
2024-07-24 20:24:46.008 | INFO | trainer:191 | Epoch: 25 | Validation loss: 0.000551
2024-07-24 20:24:46.012 | INFO | trainer:175 | Epoch: 25 | Training loss: 0.0005
2024-07-24 20:24:46.776 | INFO | trainer:191 | Epoch: 26 | Validation loss: 0.000548
2024-07-24 20:24:46.780 | INFO | trainer:175 | Epoch: 26 | Training loss: 0.000495
2024-07-24 20:24:47.537 | INFO | trainer:191 | Epoch: 27 | Validation loss: 0.000541
2024-07-24 20:24:47.541 | INFO | trainer:175 | Epoch: 27 | Training loss: 0.00049
2024-07-24 20:24:48.304 | INFO | trainer:191 | Epoch: 28 | Validation loss: 0.000536
2024-07-24 20:24:48.308 | INFO | trainer:175 | Epoch: 28 | Training loss: 0.000485
2024-07-24 20:24:49.073 | INFO | trainer:191 | Epoch: 29 | Validation loss: 0.000533
2024-07-24 20:24:49.077 | INFO | trainer:175 | Epoch: 29 | Training loss: 0.00048
2024-07-24 20:24:49.831 | INFO | trainer:191 | Epoch: 30 | Validation loss: 0.000528
2024-07-24 20:24:49.835 | INFO | trainer:175 | Epoch: 30 | Training loss: 0.000476
2024-07-24 20:24:50.606 | INFO | trainer:191 | Epoch: 31 | Validation loss: 0.000523
2024-07-24 20:24:50.611 | INFO | trainer:175 | Epoch: 31 | Training loss: 0.000473
2024-07-24 20:24:51.372 | INFO | trainer:191 | Epoch: 32 | Validation loss: 0.00052
2024-07-24 20:24:51.376 | INFO | trainer:175 | Epoch: 32 | Training loss: 0.000469
2024-07-24 20:24:52.130 | INFO | trainer:191 | Epoch: 33 | Validation loss: 0.000517
2024-07-24 20:24:52.134 | INFO | trainer:175 | Epoch: 33 | Training loss: 0.000466
2024-07-24 20:24:52.897 | INFO | trainer:191 | Epoch: 34 | Validation loss: 0.000513
2024-07-24 20:24:52.902 | INFO | trainer:175 | Epoch: 34 | Training loss: 0.000462
2024-07-24 20:24:53.659 | INFO | trainer:191 | Epoch: 35 | Validation loss: 0.00051
2024-07-24 20:24:53.665 | INFO | trainer:175 | Epoch: 35 | Training loss: 0.000459
2024-07-24 20:24:54.462 | INFO | trainer:191 | Epoch: 36 | Validation loss: 0.000508
2024-07-24 20:24:54.466 | INFO | trainer:175 | Epoch: 36 | Training loss: 0.000455
2024-07-24 20:24:55.234 | INFO | trainer:191 | Epoch: 37 | Validation loss: 0.000504
2024-07-24 20:24:55.238 | INFO | trainer:175 | Epoch: 37 | Training loss: 0.000453
2024-07-24 20:24:56.008 | INFO | trainer:191 | Epoch: 38 | Validation loss: 0.000502
2024-07-24 20:24:56.012 | INFO | trainer:175 | Epoch: 38 | Training loss: 0.00045
2024-07-24 20:24:56.779 | INFO | trainer:191 | Epoch: 39 | Validation loss: 0.000499
2024-07-24 20:24:56.783 | INFO | trainer:175 | Epoch: 39 | Training loss: 0.000448
2024-07-24 20:24:57.548 | INFO | trainer:191 | Epoch: 40 | Validation loss: 0.000498
2024-07-24 20:24:57.552 | INFO | trainer:175 | Epoch: 40 | Training loss: 0.000446
