2024-07-24 20:21:16.368 | INFO | train_model:114 | Creating dataloaders
2024-07-24 20:21:16.395 | INFO | train_model:135 | Splitting training data into a 80%-20% train/val split
2024-07-24 20:21:16.761 | INFO | train_model:245 | Starting training
2024-07-24 20:21:21.755 | INFO | trainer:191 | Epoch: 0 | Validation loss: 0.00095
2024-07-24 20:21:34.370 | INFO | trainer:191 | Epoch: 0 | Validation loss: 0.000867
2024-07-24 20:21:34.376 | INFO | trainer:175 | Epoch: 0 | Training loss: 0.00086
2024-07-24 20:21:35.112 | INFO | trainer:191 | Epoch: 1 | Validation loss: 0.00081
2024-07-24 20:21:35.117 | INFO | trainer:175 | Epoch: 1 | Training loss: 0.000776
2024-07-24 20:21:35.850 | INFO | trainer:191 | Epoch: 2 | Validation loss: 0.000775
2024-07-24 20:21:35.854 | INFO | trainer:175 | Epoch: 2 | Training loss: 0.000734
2024-07-24 20:21:36.564 | INFO | trainer:191 | Epoch: 3 | Validation loss: 0.000751
2024-07-24 20:21:36.568 | INFO | trainer:175 | Epoch: 3 | Training loss: 0.000707
2024-07-24 20:21:37.286 | INFO | trainer:191 | Epoch: 4 | Validation loss: 0.000732
2024-07-24 20:21:37.290 | INFO | trainer:175 | Epoch: 4 | Training loss: 0.000687
2024-07-24 20:21:37.995 | INFO | trainer:191 | Epoch: 5 | Validation loss: 0.000716
2024-07-24 20:21:37.999 | INFO | trainer:175 | Epoch: 5 | Training loss: 0.000671
2024-07-24 20:21:38.686 | INFO | trainer:191 | Epoch: 6 | Validation loss: 0.000702
2024-07-24 20:21:38.690 | INFO | trainer:175 | Epoch: 6 | Training loss: 0.000657
2024-07-24 20:21:39.385 | INFO | trainer:191 | Epoch: 7 | Validation loss: 0.000689
2024-07-24 20:21:39.389 | INFO | trainer:175 | Epoch: 7 | Training loss: 0.000644
2024-07-24 20:21:40.088 | INFO | trainer:191 | Epoch: 8 | Validation loss: 0.000677
2024-07-24 20:21:40.092 | INFO | trainer:175 | Epoch: 8 | Training loss: 0.000632
2024-07-24 20:21:40.777 | INFO | trainer:191 | Epoch: 9 | Validation loss: 0.000665
2024-07-24 20:21:40.781 | INFO | trainer:175 | Epoch: 9 | Training loss: 0.000621
2024-07-24 20:21:41.473 | INFO | trainer:191 | Epoch: 10 | Validation loss: 0.000654
2024-07-24 20:21:41.476 | INFO | trainer:175 | Epoch: 10 | Training loss: 0.000611
2024-07-24 20:21:42.173 | INFO | trainer:191 | Epoch: 11 | Validation loss: 0.000644
2024-07-24 20:21:42.177 | INFO | trainer:175 | Epoch: 11 | Training loss: 0.000601
2024-07-24 20:21:42.884 | INFO | trainer:191 | Epoch: 12 | Validation loss: 0.000634
2024-07-24 20:21:42.888 | INFO | trainer:175 | Epoch: 12 | Training loss: 0.000591
2024-07-24 20:21:43.587 | INFO | trainer:191 | Epoch: 13 | Validation loss: 0.000625
2024-07-24 20:21:43.591 | INFO | trainer:175 | Epoch: 13 | Training loss: 0.000582
2024-07-24 20:21:44.283 | INFO | trainer:191 | Epoch: 14 | Validation loss: 0.000615
2024-07-24 20:21:44.287 | INFO | trainer:175 | Epoch: 14 | Training loss: 0.000574
2024-07-24 20:21:44.982 | INFO | trainer:191 | Epoch: 15 | Validation loss: 0.000606
2024-07-24 20:21:44.986 | INFO | trainer:175 | Epoch: 15 | Training loss: 0.000565
2024-07-24 20:21:45.679 | INFO | trainer:191 | Epoch: 16 | Validation loss: 0.000597
2024-07-24 20:21:45.684 | INFO | trainer:175 | Epoch: 16 | Training loss: 0.000557
2024-07-24 20:21:46.375 | INFO | trainer:191 | Epoch: 17 | Validation loss: 0.00059
2024-07-24 20:21:46.379 | INFO | trainer:175 | Epoch: 17 | Training loss: 0.000549
2024-07-24 20:21:47.066 | INFO | trainer:191 | Epoch: 18 | Validation loss: 0.000582
2024-07-24 20:21:47.071 | INFO | trainer:175 | Epoch: 18 | Training loss: 0.000542
2024-07-24 20:21:47.773 | INFO | trainer:191 | Epoch: 19 | Validation loss: 0.000574
2024-07-24 20:21:47.777 | INFO | trainer:175 | Epoch: 19 | Training loss: 0.000535
2024-07-24 20:21:48.475 | INFO | trainer:191 | Epoch: 20 | Validation loss: 0.000568
2024-07-24 20:21:48.480 | INFO | trainer:175 | Epoch: 20 | Training loss: 0.000528
2024-07-24 20:21:49.180 | INFO | trainer:191 | Epoch: 21 | Validation loss: 0.000561
2024-07-24 20:21:49.183 | INFO | trainer:175 | Epoch: 21 | Training loss: 0.000522
2024-07-24 20:21:49.879 | INFO | trainer:191 | Epoch: 22 | Validation loss: 0.000553
2024-07-24 20:21:49.883 | INFO | trainer:175 | Epoch: 22 | Training loss: 0.000516
2024-07-24 20:21:50.575 | INFO | trainer:191 | Epoch: 23 | Validation loss: 0.000549
2024-07-24 20:21:50.579 | INFO | trainer:175 | Epoch: 23 | Training loss: 0.00051
2024-07-24 20:21:51.261 | INFO | trainer:191 | Epoch: 24 | Validation loss: 0.000543
2024-07-24 20:21:51.265 | INFO | trainer:175 | Epoch: 24 | Training loss: 0.000505
2024-07-24 20:21:52.008 | INFO | trainer:191 | Epoch: 25 | Validation loss: 0.000536
2024-07-24 20:21:52.014 | INFO | trainer:175 | Epoch: 25 | Training loss: 0.000499
2024-07-24 20:21:52.759 | INFO | trainer:191 | Epoch: 26 | Validation loss: 0.000531
2024-07-24 20:21:52.763 | INFO | trainer:175 | Epoch: 26 | Training loss: 0.000494
2024-07-24 20:21:53.454 | INFO | trainer:191 | Epoch: 27 | Validation loss: 0.000526
2024-07-24 20:21:53.457 | INFO | trainer:175 | Epoch: 27 | Training loss: 0.000489
2024-07-24 20:21:54.153 | INFO | trainer:191 | Epoch: 28 | Validation loss: 0.000522
